neg,neu,pos,compound,sentiment
0.0,1.0,0.0,0.0,Neutral
0.0,0.655,0.345,0.9864,Positive
0.0,0.934,0.066,0.7964,Positive
0.015,0.9,0.085,0.9634,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.876,0.124,0.9201,Positive
0.054,0.758,0.188,0.9978,Positive
0.0,0.571,0.429,0.9552,Positive
0.0,0.672,0.328,0.9935,Positive
0.108,0.807,0.085,-0.7902,Negative
0.043,0.867,0.09,0.5667,Positive
0.036,0.739,0.224,0.926,Positive
0.0,0.74,0.26,0.8983,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.848,0.152,0.9833,Positive
0.0,1.0,0.0,0.0,Neutral
0.04,0.895,0.064,0.088,Positive
0.012,0.855,0.133,0.9678,Positive
0.017,0.85,0.133,0.9851,Positive
0.04,0.868,0.092,0.7003,Positive
0.0,0.909,0.091,0.3612,Positive
0.0,1.0,0.0,0.0,Neutral
0.064,0.808,0.128,0.9999,Positive
0.0,0.783,0.217,0.9524,Positive
0.0,0.805,0.195,0.93,Positive
0.053,0.809,0.138,0.9968,Positive
0.023,0.913,0.063,0.6486,Positive
0.0,0.826,0.174,0.2732,Positive
0.225,0.775,0.0,-0.8208,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.833,0.167,0.7351,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.904,0.096,0.5267,Positive
0.019,0.88,0.101,0.7351,Positive
0.0,0.952,0.048,0.8934,Positive
0.02,0.812,0.168,0.9939,Positive
0.005,0.779,0.216,0.9963,Positive
0.423,0.577,0.0,-0.8689,Negative
0.0,0.843,0.157,0.9801,Positive
0.0,1.0,0.0,0.0,Neutral
0.034,0.921,0.045,-0.0258,Neutral
0.022,0.765,0.213,0.9891,Positive
0.0,0.8,0.2,0.9702,Positive
0.0,0.92,0.08,0.6041,Positive
0.0,0.924,0.076,0.9509,Positive
0.0,0.801,0.199,0.9216,Positive
0.018,0.815,0.167,0.9876,Positive
0.0,1.0,0.0,0.0,Neutral
0.018,0.68,0.302,0.9978,Positive
0.0,0.841,0.159,0.9782,Positive
0.01,0.784,0.207,0.9982,Positive
0.0,0.681,0.319,0.9943,Positive
0.0,0.944,0.056,0.7351,Positive
0.04,0.87,0.091,0.4215,Positive
0.024,0.774,0.202,0.9402,Positive
0.0,0.802,0.198,0.8442,Positive
0.0,0.837,0.163,0.7783,Positive
0.0,0.908,0.092,0.8779,Positive
0.112,0.82,0.068,-0.4767,Negative
0.0,0.761,0.239,0.9869,Positive
0.0,0.669,0.331,0.8555,Positive
0.0,0.893,0.107,0.2023,Positive
0.035,0.816,0.148,0.8885,Positive
0.0,0.725,0.275,0.9853,Positive
0.0,0.836,0.164,0.6486,Positive
0.011,0.913,0.075,0.9059,Positive
0.0,0.631,0.369,0.9856,Positive
0.098,0.724,0.178,0.6249,Positive
0.146,0.697,0.158,0.2236,Positive
0.009,0.812,0.179,0.9888,Positive
0.075,0.825,0.1,0.25,Positive
0.025,0.833,0.142,0.8316,Positive
0.0,0.951,0.049,0.4404,Positive
0.0,1.0,0.0,0.0,Neutral
0.02,0.859,0.121,0.8636,Positive
0.0,0.904,0.096,0.5267,Positive
0.026,0.917,0.056,0.8781,Positive
0.054,0.891,0.054,0.0,Neutral
0.0,0.854,0.146,0.3384,Positive
0.007,0.85,0.143,0.99,Positive
0.0,0.915,0.085,0.3818,Positive
0.0,0.957,0.043,0.3612,Positive
0.0,0.904,0.096,0.8402,Positive
0.0,0.875,0.125,0.9186,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.951,0.049,0.4753,Positive
0.09,0.73,0.18,0.7717,Positive
0.0,0.843,0.157,0.4215,Positive
0.0,0.921,0.079,0.0516,Positive
0.075,0.687,0.237,0.9602,Positive
0.0,0.77,0.23,0.9714,Positive
0.0,0.851,0.149,0.9132,Positive
0.0,0.72,0.28,0.981,Positive
0.035,0.919,0.046,0.1779,Positive
0.0,0.818,0.182,0.9791,Positive
0.008,0.879,0.114,0.9517,Positive
0.099,0.776,0.124,0.5106,Positive
0.202,0.554,0.244,0.3164,Positive
0.029,0.807,0.164,0.9875,Positive
0.027,0.904,0.069,0.744,Positive
0.0,0.828,0.172,0.4404,Positive
0.0,0.868,0.132,0.7269,Positive
0.0,1.0,0.0,0.0,Neutral
0.187,0.755,0.058,-0.9876,Negative
0.0,0.914,0.086,0.7425,Positive
0.0,0.888,0.112,0.9081,Positive
0.033,0.875,0.092,0.83,Positive
0.0,0.854,0.146,0.9883,Positive
0.011,0.839,0.15,0.9766,Positive
0.0,1.0,0.0,0.0,Neutral
0.017,0.846,0.137,0.9425,Positive
0.0,0.796,0.204,0.3182,Positive
0.111,0.713,0.176,0.5622,Positive
0.013,0.804,0.183,0.9938,Positive
0.0,1.0,0.0,0.0,Neutral
0.02,0.888,0.092,0.8268,Positive
0.0,0.701,0.299,0.8387,Positive
0.115,0.812,0.074,-0.988,Negative
0.0,0.843,0.157,0.9584,Positive
0.0,0.816,0.184,0.9186,Positive
0.015,0.709,0.276,0.9856,Positive
0.0,0.901,0.099,0.875,Positive
0.0,0.795,0.205,0.8779,Positive
0.0,0.89,0.11,0.8591,Positive
0.0,0.788,0.212,0.5106,Positive
0.093,0.697,0.21,0.9844,Positive
0.009,0.859,0.132,0.9834,Positive
0.047,0.826,0.127,0.9858,Positive
0.0,0.848,0.152,0.9831,Positive
0.047,0.749,0.204,0.9901,Positive
0.059,0.784,0.157,0.5003,Positive
0.0,0.814,0.186,0.969,Positive
0.0,0.92,0.08,0.8442,Positive
0.014,0.844,0.143,0.9584,Positive
0.056,0.764,0.179,0.8122,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.591,0.409,0.9812,Positive
0.025,0.826,0.149,0.9136,Positive
0.0,0.832,0.168,0.9821,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.723,0.277,0.8625,Positive
0.02,0.9,0.08,0.743,Positive
0.07,0.857,0.073,0.0258,Neutral
0.0,0.886,0.114,0.9153,Positive
0.013,0.861,0.126,0.9448,Positive
0.0,0.819,0.181,0.8126,Positive
0.038,0.684,0.278,0.8807,Positive
0.024,0.785,0.191,0.9118,Positive
0.0,0.763,0.237,0.7351,Positive
0.0,0.748,0.252,0.4019,Positive
0.0,1.0,0.0,0.0,Neutral
0.038,0.837,0.125,0.9881,Positive
0.0,0.878,0.122,0.3612,Positive
0.0,0.971,0.029,0.128,Positive
0.057,0.808,0.134,0.979,Positive
0.0,0.791,0.209,0.9813,Positive
0.0,0.877,0.123,0.9558,Positive
0.01,0.912,0.078,0.9401,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.045,0.706,0.249,0.9651,Positive
0.0,0.909,0.091,0.4019,Positive
0.0,0.938,0.062,0.7964,Positive
0.055,0.652,0.293,0.9954,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.046,0.71,0.244,0.9904,Positive
0.0,0.941,0.059,0.7506,Positive
0.029,0.688,0.283,0.9559,Positive
0.0,0.943,0.057,0.6705,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.06,0.799,0.141,0.7269,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.936,0.064,0.34,Positive
0.0,0.74,0.26,0.946,Positive
0.041,0.902,0.057,0.5106,Positive
0.0,0.865,0.135,0.8481,Positive
0.008,0.86,0.133,0.9633,Positive
0.0,0.778,0.222,0.8934,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.791,0.209,0.6486,Positive
0.0,0.865,0.135,0.9451,Positive
0.0,0.743,0.257,0.9153,Positive
0.0,0.801,0.199,0.9924,Positive
0.019,0.923,0.058,0.7506,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.817,0.183,0.8779,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.024,0.762,0.214,0.9578,Positive
0.008,0.806,0.185,0.9929,Positive
0.032,0.777,0.191,0.9959,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.045,0.836,0.119,0.9909,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.805,0.195,0.872,Positive
0.067,0.667,0.267,0.936,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.867,0.133,0.765,Positive
0.0,0.813,0.187,0.9871,Positive
0.117,0.707,0.176,0.6486,Positive
0.004,0.922,0.074,0.9889,Positive
0.0,0.807,0.193,0.9325,Positive
0.043,0.788,0.169,0.9876,Positive
0.0,0.945,0.055,0.7982,Positive
0.0,0.838,0.162,0.9287,Positive
0.0,1.0,0.0,0.0,Neutral
0.034,0.939,0.028,0.1477,Positive
0.091,0.909,0.0,-0.1531,Negative
0.059,0.565,0.376,0.8957,Positive
0.0,0.915,0.085,0.7269,Positive
0.022,0.84,0.138,0.9927,Positive
0.0,0.8,0.2,0.9736,Positive
0.0,0.899,0.101,0.3818,Positive
0.0,1.0,0.0,0.0,Neutral
0.018,0.613,0.369,0.991,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.949,0.051,0.7184,Positive
0.013,0.791,0.196,0.9902,Positive
0.0,0.762,0.238,0.6124,Positive
0.045,0.802,0.152,0.6369,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.816,0.184,0.9559,Positive
0.0,0.889,0.111,0.7845,Positive
0.025,0.837,0.138,0.9429,Positive
0.0,1.0,0.0,0.0,Neutral
0.008,0.903,0.089,0.9371,Positive
0.0,0.847,0.153,0.9922,Positive
0.015,0.822,0.163,0.9936,Positive
0.0,0.755,0.245,0.9001,Positive
0.0,0.803,0.197,0.9729,Positive
0.0,0.853,0.147,0.9834,Positive
0.0,0.709,0.291,0.9771,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.664,0.336,0.8625,Positive
0.0,1.0,0.0,0.0,Neutral
0.034,0.827,0.139,0.9563,Positive
0.0,0.77,0.23,0.9678,Positive
0.0,0.616,0.384,0.9287,Positive
0.0,0.847,0.153,0.9042,Positive
0.072,0.776,0.152,0.9552,Positive
0.015,0.852,0.133,0.9712,Positive
0.0,0.848,0.152,0.6369,Positive
0.0,0.81,0.19,0.9878,Positive
0.0,0.949,0.051,0.5994,Positive
0.0,1.0,0.0,0.0,Neutral
0.01,0.851,0.139,0.9531,Positive
0.035,0.652,0.313,0.9477,Positive
0.0,1.0,0.0,0.0,Neutral
0.02,0.908,0.071,0.6705,Positive
0.0,0.787,0.213,0.9877,Positive
0.007,0.786,0.207,0.9898,Positive
0.0,0.923,0.077,0.34,Positive
0.0,0.969,0.031,0.25,Positive
0.125,0.796,0.08,-0.0258,Neutral
0.0,1.0,0.0,0.0,Neutral
0.067,0.857,0.077,-0.2263,Negative
0.009,0.859,0.133,0.9728,Positive
0.034,0.847,0.119,0.8817,Positive
0.0,0.847,0.153,0.9552,Positive
0.0,0.75,0.25,0.9938,Positive
0.0,0.818,0.182,0.9732,Positive
0.0,0.961,0.039,0.6688,Positive
0.034,0.966,0.0,-0.296,Negative
0.0,0.782,0.218,0.836,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.638,0.362,0.9981,Positive
0.057,0.894,0.048,-0.128,Negative
0.0,0.896,0.104,0.8473,Positive
0.0,0.613,0.387,0.8402,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.798,0.202,0.5106,Positive
0.0,0.785,0.215,0.9545,Positive
0.026,0.761,0.213,0.9867,Positive
0.0,0.861,0.139,0.5719,Positive
0.0,0.766,0.234,0.8519,Positive
0.0,0.7,0.3,0.9393,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.886,0.114,0.9432,Positive
0.045,0.824,0.131,0.9685,Positive
0.027,0.911,0.062,0.4215,Positive
0.039,0.802,0.159,0.7717,Positive
0.0,0.689,0.311,0.9887,Positive
0.0,0.723,0.277,0.8625,Positive
0.0,0.772,0.228,0.9559,Positive
0.007,0.807,0.186,0.9891,Positive
0.0,0.827,0.173,0.8225,Positive
0.0,0.817,0.183,0.9945,Positive
0.023,0.934,0.043,0.3612,Positive
0.041,0.805,0.154,0.8271,Positive
0.005,0.838,0.157,0.9887,Positive
0.0,1.0,0.0,0.0,Neutral
0.026,0.742,0.232,0.9973,Positive
0.0,0.706,0.294,0.6124,Positive
0.0,0.877,0.123,0.7964,Positive
0.0,1.0,0.0,0.0,Neutral
0.016,0.806,0.178,0.9382,Positive
0.0,0.695,0.305,0.995,Positive
0.014,0.78,0.205,0.9824,Positive
0.0,0.881,0.119,0.9371,Positive
0.085,0.846,0.069,-0.0018,Neutral
0.035,0.91,0.055,0.3915,Positive
0.041,0.86,0.099,0.7717,Positive
0.0,0.818,0.182,0.8658,Positive
0.0,0.84,0.16,0.2263,Positive
0.0,0.791,0.209,0.765,Positive
0.017,0.831,0.151,0.9764,Positive
0.0,0.726,0.274,0.8271,Positive
0.038,0.783,0.179,0.8591,Positive
0.0,0.923,0.077,0.34,Positive
0.014,0.774,0.212,0.9948,Positive
0.0,0.969,0.031,0.2263,Positive
0.0,0.85,0.15,0.9432,Positive
0.0,0.846,0.154,0.6369,Positive
0.008,0.892,0.1,0.9709,Positive
0.0,0.912,0.088,0.7096,Positive
0.0,0.81,0.19,0.9814,Positive
0.0,0.831,0.169,0.8555,Positive
0.0,0.978,0.022,0.3612,Positive
0.0,0.811,0.189,0.7906,Positive
0.018,0.826,0.157,0.9727,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.005,0.799,0.196,0.995,Positive
0.0,0.82,0.18,0.8316,Positive
0.0,0.847,0.153,0.5423,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.739,0.261,0.9081,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.016,0.827,0.156,0.9834,Positive
0.019,0.823,0.158,0.9325,Positive
0.0,0.875,0.125,0.5106,Positive
0.043,0.856,0.101,0.4404,Positive
0.0,0.886,0.114,0.9652,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.974,0.026,0.2263,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.759,0.241,0.2263,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.713,0.287,0.9528,Positive
0.015,0.939,0.045,0.7184,Positive
0.065,0.838,0.097,0.5189,Positive
0.043,0.957,0.0,-0.2732,Negative
0.0,0.67,0.33,0.5994,Positive
0.0,0.774,0.226,0.969,Positive
0.033,0.854,0.113,0.9127,Positive
0.0,0.949,0.051,0.4404,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.012,0.88,0.108,0.945,Positive
0.038,0.783,0.179,0.8591,Positive
0.0,1.0,0.0,0.0,Neutral
0.024,0.882,0.094,0.9428,Positive
0.0,0.873,0.127,0.9531,Positive
0.004,0.909,0.087,0.9674,Positive
0.0,0.877,0.123,0.9186,Positive
0.0,0.851,0.149,0.6361,Positive
0.0,0.883,0.117,0.643,Positive
0.0,0.779,0.221,0.9493,Positive
0.0,0.73,0.27,0.9833,Positive
0.088,0.698,0.214,0.9565,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.719,0.281,0.9517,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.86,0.14,0.9578,Positive
0.018,0.826,0.157,0.9727,Positive
0.022,0.856,0.121,0.8658,Positive
0.021,0.892,0.087,0.9413,Positive
0.047,0.769,0.184,0.9753,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.704,0.296,0.9255,Positive
0.03,0.842,0.128,0.9838,Positive
0.0,1.0,0.0,0.0,Neutral
0.046,0.786,0.169,0.9601,Positive
0.065,0.634,0.3,0.9917,Positive
0.032,0.913,0.055,0.1779,Positive
0.0,0.899,0.101,0.9231,Positive
0.049,0.867,0.084,0.6369,Positive
0.01,0.741,0.249,0.993,Positive
0.0,0.712,0.288,0.5622,Positive
0.033,0.895,0.073,0.8902,Positive
0.0,0.905,0.095,0.2263,Positive
0.023,0.809,0.168,0.989,Positive
0.0,0.855,0.145,0.9246,Positive
0.153,0.769,0.078,-0.608,Negative
0.111,0.713,0.176,0.5622,Positive
0.0,0.849,0.151,0.6705,Positive
0.056,0.851,0.093,0.5767,Positive
0.011,0.893,0.096,0.9062,Positive
0.0,0.703,0.297,0.9528,Positive
0.0,0.846,0.154,0.8126,Positive
0.0,1.0,0.0,0.0,Neutral
0.071,0.802,0.126,0.9793,Positive
0.0,0.909,0.091,0.5563,Positive
0.0,0.924,0.076,0.8126,Positive
0.0,0.573,0.427,0.6369,Positive
0.0,0.794,0.206,0.8807,Positive
0.011,0.817,0.172,0.9816,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.928,0.072,0.3612,Positive
0.069,0.737,0.194,0.9838,Positive
0.0,0.803,0.197,0.9324,Positive
0.044,0.819,0.137,0.875,Positive
0.041,0.768,0.191,0.9998,Positive
0.0,0.849,0.151,0.9432,Positive
0.0,0.788,0.212,0.8643,Positive
0.0,0.831,0.169,0.9821,Positive
0.007,0.912,0.081,0.9485,Positive
0.013,0.925,0.062,0.802,Positive
0.0,1.0,0.0,0.0,Neutral
0.058,0.737,0.205,0.9678,Positive
0.0,0.828,0.172,0.9349,Positive
0.0,0.76,0.24,0.9595,Positive
0.028,0.74,0.232,0.9897,Positive
0.0,1.0,0.0,0.0,Neutral
0.048,0.857,0.095,0.886,Positive
0.035,0.793,0.171,0.9875,Positive
0.0,0.656,0.344,0.891,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.931,0.069,0.3182,Positive
0.0,1.0,0.0,0.0,Neutral
0.012,0.917,0.071,0.875,Positive
0.0,0.766,0.234,0.9843,Positive
0.0,0.794,0.206,0.9829,Positive
0.0,0.772,0.228,0.9559,Positive
0.036,0.877,0.087,0.5323,Positive
0.059,0.839,0.103,0.8316,Positive
0.047,0.88,0.073,0.0516,Positive
0.045,0.778,0.177,0.9015,Positive
0.0,0.856,0.144,0.8779,Positive
0.017,0.599,0.383,0.9839,Positive
0.0,0.781,0.219,0.9455,Positive
0.0,0.931,0.069,0.7184,Positive
0.104,0.626,0.27,0.9422,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.592,0.408,0.9913,Positive
0.0,0.633,0.367,0.4404,Positive
0.0,0.81,0.19,0.9552,Positive
0.024,0.787,0.189,0.8852,Positive
0.066,0.737,0.197,0.9584,Positive
0.0,0.949,0.051,0.5994,Positive
0.016,0.906,0.078,0.886,Positive
0.0,0.889,0.111,0.93,Positive
0.0,0.7,0.3,0.9727,Positive
0.017,0.663,0.32,0.997,Positive
0.101,0.651,0.248,0.8658,Positive
0.0,0.866,0.134,0.4767,Positive
0.043,0.679,0.278,0.9712,Positive
0.078,0.763,0.159,0.9112,Positive
0.0,0.674,0.326,0.9186,Positive
0.0,0.982,0.018,0.2263,Positive
0.0,0.868,0.132,0.93,Positive
0.0,0.938,0.062,0.5423,Positive
0.026,0.727,0.247,0.9632,Positive
0.0,1.0,0.0,0.0,Neutral
0.016,0.963,0.021,-0.1027,Negative
0.0,0.845,0.155,0.7506,Positive
0.0,0.943,0.057,0.7351,Positive
0.0,0.778,0.222,0.9935,Positive
0.0,0.808,0.192,0.9643,Positive
0.01,0.823,0.167,0.9828,Positive
0.037,0.795,0.168,0.9892,Positive
0.0,0.82,0.18,0.989,Positive
0.0,0.877,0.123,0.9313,Positive
0.0,0.768,0.232,0.9062,Positive
0.0,0.791,0.209,0.891,Positive
0.025,0.942,0.033,0.3182,Positive
0.0,0.942,0.058,0.4404,Positive
0.0,0.787,0.213,0.9783,Positive
0.006,0.866,0.128,0.9631,Positive
0.06,0.8,0.14,0.8591,Positive
0.0,1.0,0.0,0.0,Neutral
0.06,0.828,0.112,0.7035,Positive
0.007,0.8,0.193,0.9937,Positive
0.041,0.841,0.118,0.9042,Positive
0.007,0.796,0.197,0.9961,Positive
0.105,0.762,0.134,0.5106,Positive
0.0,0.938,0.062,0.7964,Positive
0.016,0.947,0.037,0.423,Positive
0.0,0.551,0.449,0.926,Positive
0.0,0.699,0.301,0.9524,Positive
0.0,0.745,0.255,0.4767,Positive
0.0,0.839,0.161,0.3182,Positive
0.0,0.938,0.062,0.7717,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.898,0.102,0.9716,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.853,0.147,0.9544,Positive
0.0,0.795,0.205,0.9382,Positive
0.0,1.0,0.0,0.0,Neutral
0.019,0.579,0.402,0.9912,Positive
0.0,0.787,0.213,0.8442,Positive
0.0,0.909,0.091,0.7783,Positive
0.0,0.788,0.212,0.9402,Positive
0.0,0.93,0.07,0.7783,Positive
0.011,0.872,0.117,0.9153,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.747,0.253,0.9601,Positive
0.0,0.899,0.101,0.5719,Positive
0.0,0.8,0.2,0.9736,Positive
0.0,0.843,0.157,0.8442,Positive
0.036,0.769,0.195,0.9958,Positive
0.0,0.824,0.176,0.928,Positive
0.045,0.838,0.117,0.5423,Positive
0.0,0.823,0.177,0.9274,Positive
0.011,0.859,0.13,0.9678,Positive
0.017,0.85,0.133,0.9851,Positive
0.0,0.875,0.125,0.886,Positive
0.017,0.785,0.198,0.9778,Positive
0.054,0.946,0.0,-0.3182,Negative
0.035,0.936,0.029,-0.1027,Negative
0.011,0.847,0.142,0.9716,Positive
0.0,0.877,0.123,0.2732,Positive
0.0,0.939,0.061,0.8074,Positive
0.015,0.847,0.139,0.995,Positive
0.029,0.853,0.119,0.9632,Positive
0.0,1.0,0.0,0.0,Neutral
0.015,0.812,0.173,0.9674,Positive
0.0,0.891,0.109,0.8225,Positive
0.0,0.864,0.136,0.9862,Positive
0.07,0.696,0.235,0.9844,Positive
0.017,0.877,0.106,0.9035,Positive
0.0,0.854,0.146,0.872,Positive
0.004,0.922,0.074,0.9889,Positive
0.0,1.0,0.0,0.0,Neutral
0.026,0.858,0.116,0.9674,Positive
0.093,0.795,0.112,-0.0003,Neutral
0.029,0.839,0.132,0.987,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.741,0.259,0.2732,Positive
0.061,0.66,0.279,0.9217,Positive
0.0,1.0,0.0,0.0,Neutral
0.031,0.895,0.074,0.5267,Positive
0.011,0.818,0.171,0.9602,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.757,0.243,0.9646,Positive
0.0,0.588,0.412,0.7906,Positive
0.0,0.511,0.489,0.7717,Positive
0.0,0.862,0.138,0.8402,Positive
0.084,0.916,0.0,-0.2732,Negative
0.0,0.769,0.231,0.9231,Positive
0.0,0.877,0.123,0.8402,Positive
0.0,0.772,0.228,0.9442,Positive
0.0,0.837,0.163,0.8779,Positive
0.069,0.844,0.088,0.1833,Positive
0.0,0.84,0.16,0.2732,Positive
0.0,0.812,0.188,0.9892,Positive
0.0,0.913,0.087,0.5719,Positive
0.028,0.749,0.223,0.9805,Positive
0.036,0.782,0.182,0.9859,Positive
0.0,0.877,0.123,0.9352,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.94,0.06,0.4215,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.912,0.088,0.4404,Positive
0.0,0.966,0.034,0.4939,Positive
0.035,0.81,0.155,0.9011,Positive
0.0,0.763,0.237,0.936,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.923,0.077,0.5994,Positive
0.0,0.805,0.195,0.9747,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.651,0.349,0.9864,Positive
0.0,0.858,0.142,0.8687,Positive
0.0,0.828,0.172,0.9803,Positive
0.028,0.82,0.152,0.8643,Positive
0.0,0.754,0.246,0.7579,Positive
0.0,0.787,0.213,0.9877,Positive
0.0,0.853,0.147,0.5371,Positive
0.0,1.0,0.0,0.0,Neutral
0.017,0.599,0.383,0.9839,Positive
0.0,0.922,0.078,0.6486,Positive
0.013,0.829,0.159,0.9717,Positive
0.0,0.872,0.128,0.875,Positive
0.106,0.648,0.245,0.7178,Positive
0.116,0.865,0.019,-0.8777,Negative
0.011,0.858,0.13,0.9678,Positive
0.0,0.85,0.15,0.9118,Positive
0.0,0.858,0.142,0.9525,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.891,0.109,0.886,Positive
0.0,0.867,0.133,0.765,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.011,0.85,0.139,0.9719,Positive
0.103,0.897,0.0,-0.34,Negative
0.0,0.567,0.433,0.9186,Positive
0.018,0.83,0.152,0.9834,Positive
0.0,0.95,0.05,0.2263,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.739,0.261,0.9352,Positive
0.0,0.711,0.289,0.9042,Positive
0.108,0.828,0.065,-0.4767,Negative
0.0,0.859,0.141,0.7506,Positive
0.0,0.831,0.169,0.9821,Positive
0.0,0.831,0.169,0.9565,Positive
0.0,0.794,0.206,0.9601,Positive
0.0,0.828,0.172,0.4404,Positive
0.0,0.881,0.119,0.9371,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.797,0.203,0.2023,Positive
0.0,0.974,0.026,0.2263,Positive
0.0,0.902,0.098,0.9022,Positive
0.0,0.872,0.128,0.875,Positive
0.152,0.707,0.141,-0.3182,Negative
0.0,0.87,0.13,0.2023,Positive
0.03,0.907,0.063,0.4976,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.784,0.216,0.5106,Positive
0.028,0.838,0.134,0.9393,Positive
0.017,0.744,0.239,0.9888,Positive
0.076,0.906,0.019,-0.9309,Negative
0.0,0.936,0.064,0.6249,Positive
0.026,0.828,0.146,0.9775,Positive
0.0,0.854,0.146,0.9442,Positive
0.0,0.923,0.077,0.743,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.839,0.161,0.875,Positive
0.0,0.901,0.099,0.5106,Positive
0.0,0.726,0.274,0.9524,Positive
0.114,0.689,0.198,0.8968,Positive
0.0,0.898,0.102,0.3612,Positive
0.3,0.554,0.145,-0.4995,Negative
0.0,0.846,0.154,0.9612,Positive
0.018,0.613,0.369,0.991,Positive
0.153,0.72,0.126,-0.998,Negative
0.012,0.854,0.134,0.9678,Positive
0.0,0.902,0.098,0.9233,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.693,0.307,0.9845,Positive
0.0,0.842,0.158,0.8885,Positive
0.014,0.738,0.248,0.9979,Positive
0.0,0.893,0.107,0.9432,Positive
0.0,0.917,0.083,0.8689,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.831,0.169,0.875,Positive
0.015,0.877,0.107,0.836,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.785,0.215,0.8995,Positive
0.026,0.845,0.129,0.9595,Positive
0.004,0.781,0.215,0.9957,Positive
0.059,0.941,0.0,-0.4019,Negative
0.0,0.779,0.221,0.9913,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.698,0.302,0.5994,Positive
0.118,0.653,0.229,0.9813,Positive
0.009,0.796,0.195,0.9855,Positive
0.059,0.8,0.141,0.9783,Positive
0.019,0.874,0.108,0.8558,Positive
0.046,0.777,0.177,0.9694,Positive
0.016,0.869,0.116,0.9818,Positive
0.0,0.802,0.198,0.9792,Positive
0.0,0.785,0.215,0.9493,Positive
0.033,0.851,0.117,0.9567,Positive
